gid,geom
DE01,"MULTIPOLYGON(((13.1236124 54.31347275,13.12194443 54.30236053,13.11083317 54.31069565,13.1236124 54.31347275)),((13.04972267 54.46014023,13.05972099 54.45041656,13.03805637 54.44124985,12.96694374 54.43763733,13.04972267 54.46014023)),((13.18416691 54.49430466,13.22583389 54.48625183,13.21527672 54.46708298,13.22694397 54.46875,13.12083435 54.44235992,13.14861012 54.48180389,13.18416691 54.49430466)),((13.42916679 54.68458176,13.43138885 54.66291809,13.37583256 54.63513947,13.38916779 54.60069275,13.42083359 54.57791519,13.63360977 54.58514023,13.67972088 54.56263733,13.66860962 54.52069473,13.60750008 54.49791718,13.56972122 54.46180725,13.60972214 54.40486145,13.67361069 54.4006958,13.72305679 54.35625076,13.76694393 54.34152603,13.71694374 54.3101387,13.72527885 54.27347183,13.68583393 54.28152847,13.70749855 54.28069305,13.7019453 54.29541779,13.64638901 54.29652786,13.70416737 54.32624817,13.61083221 54.31624985,13.68305588 54.3493042,13.61361027 54.33069611,13.58083439 54.35291672,13.45472336 54.33569336,13.46638966 54.32152939,13.42083359 54.30347061,13.39472198 54.27125168,13.35249901 54.26958466,13.35972214 54.2476387,13.36583424 54.26430511,13.41805553 54.25485992,13.42360973 54.23819351,13.39361 54.22097397,13.29027939 54.25125122,13.3213892 54.24514008,13.33527756 54.27819443,13.31027794 54.26569366,13.32083321 54.25763702,13.26972294 54.25374985,13.21805477 54.2793045,13.19972229 54.27013779,13.19416523 54.29680634,13.13916683 54.28236008,13.15472221 54.3045845,13.1847229 54.30097198,13.1147213 54.33180618,13.12749958 54.37125015,13.22027683 54.36763763,13.26194382 54.3829155,13.2369442 54.38819504,13.23805428 54.40986252,13.21138859 54.42986298,13.1497221 54.42902756,13.16916847 54.45347214,13.19972229 54.44736099,13.26805687 54.47930527,13.22749996 54.48597336,13.23027802 54.51097107,13.1586113 54.50402832,13.15972328 54.53541565,13.14361191 54.54680634,13.25527763 54.55208206,13.29472256 54.53763962,13.28750038 54.52180481,13.30527782 54.51402664,13.2974987 54.55236053,13.36861229 54.57930374,13.33805561 54.54875183,13.37749863 54.55902863,13.41416645 54.51958466,13.41305637 54.49375153,13.45083237 54.47319412,13.50638771 54.48097229,13.51472092 54.51569366,13.50194359 54.54847336,13.39583206 54.57291794,13.37027836 54.61458206,13.32805538 54.59375,13.33472157 54.58263779,13.24305534 54.55875015,13.28861237 54.6273613,13.28305626 54.64625168,13.22694588 54.62486267,13.22861004 54.58708191,13.16083336 54.55902863,13.22194481 54.60235977,13.21916676 54.63958359,13.24972439 54.65986252,13.42916679 54.68458176)),((13.13638878 54.60514069,13.15805435 54.57930374,13.14583397 54.5881958,13.14194584 54.57458496,13.13916683 54.59680557,13.11083317 54.58375168,13.11694336 54.53763962,13.08472347 54.51819611,13.06360912 54.45763779,13.09749985 54.59041595,13.13638878 54.60514069)),((12.61053085 51.9794693,12.5906086 51.92424011,12.50363922 51.85139084,12.54493141 51.81760025,12.45968914 51.79650116,12.43476772 51.77093887,12.39322853 51.79730988,12.3265686 51.79071045,12.31486988 51.8056221,12.33350945 51.82387924,12.2921896 51.86130905,12.30467987 51.87594986,12.24426937 51.88032913,12.23754978 51.85454178,12.21939945 51.85474014,12.20784855 51.87702942,12.0319109 51.86038208,12.02036858 51.88636017,11.88887024 51.97628021,11.8955183 52.00579071,11.84148884 52.03585052,11.85998917 52.05047226,11.84199047 52.0617218,11.75709915 52.06983948,11.7383604 52.04040909,11.70207024 52.04809952,11.61059856 52.01922226,11.60368919 51.96382141,11.51283073 51.9607811,11.45266819 51.98707962,11.45290089 52.00556946,11.42869854 52.00572968,11.40417957 51.97632217,11.34969044 51.9618988,11.3615303 51.93964005,11.38566017 51.9394722,11.34304905 51.89910126,11.27695847 51.90697861,11.26486969 51.89598846,11.20512867 51.92604065,11.17520905 51.91522217,11.16337967 51.94118118,11.18734074 51.95574188,11.15752888 51.96706009,11.16952896 51.98171997,11.15765858 52.00027084,11.09813976 52.00447083,11.07448864 52.03787994,10.97474957 52.05355072,10.98018074 52.08666992,10.94927979 52.10540009,10.98574924 52.1050415,11.05053997 52.13394165,11.06808853 52.16691971,11.02023888 52.17837906,11.01998997 52.19678879,11.09168053 52.22570038,11.01259041 52.28889847,11.04262924 52.30710983,10.98752022 52.34067917,11.06054974 52.34764099,11.07874012 52.37345123,10.99246979 52.41064072,10.93620872 52.45901108,10.94782829 52.4920311,11.01008987 52.49187088,10.93406868 52.56581879,10.93995857 52.58792877,10.97797012 52.60309219,10.97801971 52.62182999,10.92111015 52.60668182,10.87959957 52.66669846,10.83179092 52.70381927,10.83208942 52.72341156,10.79576874 52.72050858,10.79629993 52.75630188,10.76057911 52.79290009,10.76620007 52.85124207,10.9425087 52.85137939,10.99208927 52.88763046,10.99225998 52.90634918,11.04192924 52.91308975,11.32143974 52.87369919,11.50768948 52.93930054,11.49549961 52.95426941,11.51460934 52.99877167,11.56410027 52.99465179,11.56431007 53.00952911,11.60176945 53.03155136,11.55865955 53.05052185,11.50900936 53.04718018,11.45969963 53.07736206,11.35387897 53.05210876,11.32908916 53.0597496,11.27338028 53.10115051,11.2672987 53.12728119,11.23621941 53.14245224,11.18630981 53.13542175,11.17395973 53.15790176,11.19899845 53.18004227,11.06868935 53.22988892,11.04391861 53.26739883,11.01277924 53.28261948,10.99403954 53.3347702,10.91924953 53.35121155,10.83874893 53.30918121,10.76430988 53.33729935,10.70825863 53.37931061,10.59741974 53.3736496,10.62177086 53.39173889,10.63937855 53.46509933,10.69486046 53.46443176,10.70691872 53.48637009,10.7564106 53.48918152,10.78703976 53.51813126,10.82437038 53.51728058,10.81782913 53.53966141,10.83642006 53.54664993,10.82342911 53.5802803,10.91102982 53.57448196,10.92896938 53.62973022,10.95374966 53.65140152,10.92119026 53.70045853,10.8520298 53.70563889,10.80781937 53.72491074,10.80099964 53.74724197,10.75772953 53.75157928,10.76888943 53.81069183,10.74420834 53.84056091,10.76790905 53.88106918,10.79786968 53.88076019,10.87527943 53.92784119,10.90671062 53.91603851,10.89444923 53.91257858,10.90112877 53.90127945,10.95748997 53.90742874,10.88776016 53.92387009,10.89471817 53.95597076,11.08805466 54.01402664,11.18083382 54.01541519,11.21472168 53.98485947,11.25861073 53.98485947,11.24083424 53.95236206,11.25861073 53.93402863,11.28694344 53.93041611,11.3352766 53.95847321,11.4547224 53.90041733,11.44361115 53.91041565,11.48139 53.92736053,11.48361015 53.96847153,11.44361115 53.96041489,11.44472122 53.99708176,11.42805576 53.98652649,11.42805576 53.96097183,11.38805485 53.96541595,11.37805557 53.99736023,11.49250126 54.02291489,11.46749878 53.97402954,11.4902792 53.96819305,11.49138927 53.99347305,11.53472233 54.02097321,11.51916695 54.0320816,11.57250118 54.03263855,11.58138943 54.06347275,11.62250137 54.07597351,11.62583256 54.08958435,11.60360909 54.10263824,11.53250027 54.04902649,11.52527714 54.07180405,11.68249893 54.15319443,11.85360909 54.14513779,12.08749866 54.18319321,12.09194469 54.15208435,12.12472153 54.15013885,12.14249897 54.17235947,12.10083199 54.16902924,12.09527779 54.18097305,12.12805557 54.18569565,12.19583321 54.24291611,12.33916569 54.29791641,12.51805496 54.48430634,12.5480547 54.45597076,12.65527725 54.4426384,12.96249962 54.43763733,12.80249977 54.4081955,12.67416668 54.41819382,12.6875 54.42874908,12.66361237 54.4081955,12.63694382 54.42486191,12.61750031 54.4070816,12.5769434 54.4034729,12.59305668 54.38347244,12.55194569 54.38958359,12.52472115 54.3698616,12.43583298 54.37874985,12.41472435 54.36541748,12.41805553 54.33625031,12.38916779 54.34263992,12.39694405 54.32347107,12.36027718 54.30625153,12.38305473 54.2793045,12.36361217 54.26597214,12.4602766 54.24847412,12.41805553 54.2579155,12.40916729 54.27986145,12.47916603 54.30430603,12.47305584 54.32986069,12.53527832 54.33874893,12.55305576 54.35902786,12.53416634 54.36541748,12.55305576 54.37958145,12.59194469 54.35736084,12.6697216 54.39069366,12.65749931 54.4081955,12.71527767 54.4043045,12.68861198 54.39986038,12.67805481 54.37014008,12.69972324 54.39875031,12.73472309 54.37069321,12.74361229 54.38375092,12.76749992 54.37097168,12.78694534 54.39625168,12.81027889 54.34513855,12.87861156 54.36541748,12.89749908 54.40180588,13.01972198 54.43902588,13.03527737 54.43125153,13.02527905 54.39652634,13.09360981 54.36680603,13.07583237 54.34541702,13.11194515 54.3045845,13.10583305 54.28180695,13.17916584 54.27013779,13.14305496 54.25374985,13.1847229 54.26652908,13.2163887 54.24097061,13.2863884 54.23513794,13.3275013 54.18375015,13.34638882 54.18041611,13.3180542 54.15986252,13.41583443 54.17514038,13.42249966 54.16624832,13.38249874 54.14236069,13.4113903 54.15652847,13.45694542 54.09069443,13.50083447 54.08514023,13.47638798 54.11597061,13.48916721 54.12374878,13.62805557 54.14014053,13.6963892 54.17180634,13.71860981 54.16402817,13.6963892 54.14902878,13.74972343 54.13930511,13.75749874 54.11902618,13.80694485 54.10319519,13.79027843 54.06430435,13.7747221 54.06041718,13.78527737 54.04930496,13.74416637 54.0293045,13.83472347 53.98430634,13.85194397 53.95291519,13.87972164 53.95124817,13.9141674 53.92235947,13.82361221 53.8773613,13.82472229 53.86624908,13.89305496 53.87652588,13.93750095 53.90847397,13.9230547 53.95041656,13.89527702 53.96652603,13.9058342 53.98986053,13.96527863 53.99013901,13.97361088 53.97041702,13.95027733 53.95902634,13.95972157 53.93402863,13.96305656 53.95735931,13.98361206 53.96263885,14.02527714 53.96208191,14.01249981 53.94930649,14.04249954 53.94208145,14.04694462 53.99652863,14.02972126 54.01763916,14.00361156 54.0106926,13.97416687 54.06375122,13.91083241 54.06430435,13.90861034 54.04291534,13.92416763 54.03541565,13.86250114 53.99930573,13.85305595 54.01374817,13.87916565 54.04013824,13.85805511 54.04847336,13.80138779 54.01847076,13.76916599 54.01902771,13.76361179 54.03097153,13.79027843 54.04875183,13.81249905 54.09902954,13.75749874 54.13458252,13.74916744 54.1590271,13.8036108 54.17847061,13.87083435 54.10152817,14.01416588 54.05430603,14.22138977 53.93013763,14.18632984 53.91558075,14.20950031 53.9031601,14.21733665 53.86541748,14.03861237 53.87347412,13.99083233 53.84791565,13.89861202 53.83958435,13.82638836 53.84958267,13.83083344 53.86513901,13.80638885 53.85819626,13.8186121 53.8418045,13.86805534 53.83597183,13.90083408 53.80263901,14.03861237 53.7551384,14.1758337 53.73541641,14.23361111 53.76180649,14.28305626 53.73875046,14.21527672 53.70264053,14.27316284 53.69930649,14.28473568 53.67256165,14.27089024 53.66283417,14.2915802 53.65946198,14.2893486 53.63378143,14.32490826 53.61864853,14.30270863 53.54261017,14.37561893 53.45944977,14.37357044 53.42618942,14.40092945 53.37799072,14.39305878 53.35591888,14.42024899 53.32563019,14.42327976 53.27791214,14.44412994 53.27656937,14.44892979 53.26163864,14.40769768 53.21395874,14.37891865 53.20415878,14.37015629 53.15792084,14.3881216 53.1362915,14.34570313 53.05291748,14.14245224 52.96111298,14.15589046 52.87955856,14.12127018 52.840271,14.13889599 52.82548523,14.21407127 52.82040405,14.27271843 52.77830887,14.34138393 52.75926971,14.39840794 52.72154617,14.42113972 52.68696213,14.45591545 52.67930984,14.46620464 52.65725708,14.56657887 52.62613297,14.63906193 52.58003235,14.60060406 52.53302383,14.63124943 52.49913025,14.59203911 52.45547867,14.54320812 52.43748856,14.52890873 52.3964119,14.55174828 52.37701035,14.56010628 52.32828903,14.58435059 52.31105804,14.57089996 52.28956223,14.68472862 52.25970078,14.69957066 52.24108887,14.67527962 52.20368958,14.69468021 52.17391968,14.67149925 52.15142059,14.66934872 52.12155151,14.74127865 52.07339096,14.70967865 52.00983047,14.65567017 52.00572968,14.64131832 52.02791977,14.59268093 52.03097916,14.56123924 52.00225067,14.50166035 52.00531006,14.48641872 52.05506897,14.44944859 52.03424072,14.46014977 52.01115036,14.37591076 52.00024033,14.40231037 51.93516922,14.33656979 51.93476105,14.23348999 51.90626144,14.22555828 51.86936951,14.18924046 51.85995102,13.99505997 51.90299225,13.87486076 51.89434052,13.88011932 51.87942886,13.84305954 51.85791016,13.86631012 51.84268188,13.84778023 51.83192062,13.85939884 51.82429886,13.84723091 51.8208313,13.85175037 51.79114151,13.82161999 51.78800201,13.83847904 51.76549149,13.86821938 51.76123047,13.86111069 51.73917007,13.80106926 51.73656082,13.79037094 51.76266098,13.74240017 51.76348114,13.71061039 51.72703171,13.67567825 51.74979019,13.6152792 51.74335098,13.59193993 51.75851059,13.56139088 51.74787903,13.52135086 51.79288101,13.47925091 51.79351044,13.37853813 51.83200073,13.27550983 51.81869888,13.24011898 51.83769989,13.24180984 51.87837982,13.1755991 51.88301849,13.16247845 51.8572998,13.14526939 51.8797493,13.04826927 51.87001038,13.05545044 51.89950943,12.98296928 51.90053177,12.98971081 51.91893005,12.96553993 51.91926193,12.97213936 51.93397141,12.86318016 51.93175888,12.85832977 51.96512985,12.79757977 51.95854187,12.78611088 51.97719193,12.68417931 52.00812149,12.61053085 51.9794693)))"
DE03,"MULTIPOLYGON(((11.26568985 50.48067856,11.2481184 50.47689056,11.24783993 50.44715118,11.27104855 50.43238068,11.2590189 50.39888,11.2818203 50.35438156,11.2642889 50.3506012,11.27574825 50.3357811,11.25809002 50.32086945,11.26952839 50.30604935,11.25197887 50.2985611,11.26326084 50.27260208,11.25166893 50.26519012,11.19976044 50.29096222,11.18848896 50.26874161,11.14237976 50.28710938,11.13067913 50.30929947,11.15941048 50.32794189,11.14215946 50.35015869,11.11320877 50.35005188,11.11323929 50.36489868,11.04424953 50.34238052,11.03836918 50.35718918,10.99811077 50.36447906,10.99833012 50.34225082,10.94046021 50.39025116,10.89465904 50.37900162,10.87728024 50.39377975,10.8313303 50.38996124,10.75701046 50.35641861,10.72229862 50.36009216,10.71689129 50.34152222,10.73431015 50.33782196,10.71725082 50.32294083,10.77478981 50.28956985,10.80927086 50.289711,10.80930042 50.27482224,10.84955883 50.27127075,10.85538006 50.24898911,10.82665825 50.2339592,10.80361843 50.24872208,10.75758934 50.23728943,10.73455811 50.24835205,10.72301865 50.19979858,10.66476917 50.22941971,10.61202145 50.22555161,10.6177597 50.2480011,10.59412861 50.26665878,10.61162853 50.28913116,10.59389877 50.30405045,10.60548878 50.33024216,10.56432056 50.33390045,10.55828953 50.35628128,10.53473091 50.3637085,10.52307987 50.34878159,10.49367046 50.35243988,10.49946976 50.36365891,10.46409988 50.37852859,10.45805836 50.40090942,10.39352036 50.39334106,10.38751888 50.40827179,10.40501976 50.42322922,10.36968899 50.43439865,10.38142014 50.43812943,10.34009933 50.46422195,10.33398914 50.49404907,10.23400974 50.51269913,10.23386002 50.5313797,10.20431995 50.55379868,10.13980007 50.54251862,10.1278801 50.56501007,10.03975868 50.51588058,10.06302929 50.55731201,10.04512024 50.57231903,10.05071068 50.60245132,10.03817081 50.61396027,10.06190968 50.62889862,10.08632946 50.62121964,10.06122017 50.6697197,9.95147038 50.67092133,9.94550991 50.65988159,9.9640398 50.64484024,9.94609833 50.63010025,9.87310886 50.64184189,9.87353992 50.67467117,9.91506958 50.69692993,9.90320873 50.70788956,9.93896008 50.73741913,9.93885136 50.759552,9.92091846 50.76319885,9.92674828 50.78168106,9.95666027 50.78171158,9.95022964 50.82239914,9.97394943 50.83720016,10.0219593 50.83330917,10.03953838 50.85546875,10.02164936 50.85186005,10.02140999 50.86668015,10.06293964 50.88500214,10.01452923 50.92232132,9.97887897 50.9076004,9.96681976 50.91503143,9.9903698 50.9372406,9.94874859 50.92615891,9.94838905 50.94842148,10.01428986 50.93717194,10.06787014 50.94802856,10.04397964 50.94816208,10.03178883 50.96305847,10.04362011 50.97042084,10.01953888 50.98165894,10.04291821 51.01494217,10.13247871 51.0107193,10.15052986 50.99578094,10.20385933 51.00291061,10.19767094 51.02148056,10.22134018 51.02507019,10.20329857 51.0437088,10.14968872 51.05513,10.16138077 51.06988907,10.1492281 51.08850098,10.17854977 51.11801147,10.12471867 51.14057159,10.17216969 51.15142059,10.19642925 51.11420059,10.21417713 51.1178093,10.21977043 51.14374161,10.20780945 51.15122986,10.23698902 51.1881485,10.14151955 51.22206879,10.07588959 51.22618103,10.07561016 51.24845123,10.05162907 51.25601959,10.05734062 51.27825165,9.97350883 51.28619003,9.9734087 51.30102921,9.94332027 51.30863953,9.94923878 51.33457947,9.93114853 51.34212112,9.92485905 51.37184143,10.00789928 51.40488052,10.01337814 51.42341995,10.04901886 51.42325211,10.05461025 51.43809891,10.07285023 51.41938019,10.09617901 51.43785095,10.16169071 51.42998886,10.14361954 51.44128036,10.17918968 51.44475937,10.19617939 51.48188019,10.23806 51.47042084,10.30299854 51.49230194,10.30266857 51.50720978,10.36752033 51.53662109,10.36708927 51.5553093,10.38488007 51.55894089,10.37830925 51.58518982,10.44381809 51.58860016,10.52212906 51.55052185,10.58156872 51.55754089,10.60501003 51.5763588,10.6647892 51.55786896,10.67052841 51.57397079,10.63446999 51.5918808,10.65216064 51.60409927,10.63994026 51.61925888,10.70512962 51.64355087,10.66906071 51.67137146,10.66876888 51.71306992,10.63218021 51.75741959,10.57755089 51.78271103,10.58906078 51.84379196,10.57687187 51.85116959,10.63138866 51.87453079,10.6556797 51.90460968,10.61276817 51.92716217,10.61267853 51.94221878,10.65555 51.96055984,10.58800983 51.97986984,10.56336975 52.00992966,10.63078022 52.01285934,10.66128922 52.03097153,10.64888954 52.04587173,10.69175816 52.05276871,10.95627975 52.06111908,11.07448864 52.03787994,11.09813976 52.00447083,11.15765858 52.00027084,11.16952896 51.98171997,11.15752888 51.96706009,11.18734074 51.95574188,11.16337967 51.94118118,11.17520905 51.91522217,11.20512867 51.92604065,11.26486969 51.89598846,11.27695847 51.90697861,11.34304905 51.89910126,11.38566017 51.9394722,11.3615303 51.93964005,11.34969044 51.9618988,11.40417957 51.97632217,11.42869854 52.00572968,11.45290089 52.00556946,11.45266819 51.98707962,11.51283073 51.9607811,11.60368919 51.96382141,11.61059856 52.01922226,11.70207024 52.04809952,11.7383604 52.04040909,11.75709915 52.06983948,11.84199047 52.0617218,11.85998917 52.05047226,11.84148884 52.03585052,11.8955183 52.00579071,11.88887024 51.97628021,12.02036858 51.88636017,12.0319109 51.86038208,12.20784855 51.87702942,12.21939945 51.85474014,12.23754978 51.85454178,12.24426937 51.88032913,12.30467987 51.87594986,12.2921896 51.86130905,12.33350945 51.82387924,12.31477928 51.80192947,12.35073853 51.79043198,12.35627079 51.77188873,12.36128044 51.73488998,12.34317875 51.73511887,12.33664036 51.71673203,12.37252998 51.70521927,12.35432911 51.70174026,12.35986042 51.68321991,12.46903992 51.70402908,12.52198029 51.65903854,12.58848858 51.66556168,12.58154869 51.63611221,12.56950188 51.63626862,12.59324837 51.6248703,12.55029964 51.59960938,12.51440811 51.60746002,12.48988914 51.59300995,12.49623871 51.60400009,12.45419979 51.60823059,12.43540001 51.5826416,12.35725975 51.58729935,12.30230999 51.55844116,12.24834919 51.56644058,12.2479887 51.55168915,12.19916058 51.52273178,12.19873047 51.50429916,12.21666908 51.50041962,12.21030998 51.48575211,12.15565872 51.46052933,12.16707897 51.4346199,12.20285034 51.42319107,12.18451023 51.40864944,12.1960907 51.39012146,12.18377018 51.37553024,12.20742893 51.36054993,12.20076084 51.33118057,12.1585989 51.32059097,12.16404819 51.29478073,12.18185139 51.28723907,12.17547989 51.2689209,12.20498753 51.25022125,12.21623993 51.21699905,12.18565941 51.18424225,12.22149754 51.18386078,12.20869923 51.14356995,12.25023842 51.13209915,12.23193932 51.11392975,12.29712009 51.094841,12.26025963 51.04384995,12.30772877 51.03596878,12.23445988 50.9487114,12.26392937 50.93373871,12.22125912 50.8828392,12.2328186 50.8644104,12.26846027 50.86042023,12.25579929 50.81661987,12.2673502 50.79455948,12.30308914 50.79788208,12.27886868 50.76887131,12.2551384 50.776371,12.24256897 50.74710846,12.29034042 50.73590088,12.26611042 50.72500992,12.2894392 50.69549942,12.33164883 50.69546127,12.35926056 50.67258072,12.39507961 50.68670654,12.39352989 50.66796875,12.43735981 50.64065933,12.42488766 50.62976074,12.45817089 50.61394882,12.44311523 50.56951904,12.51229954 50.57143021,12.53386784 50.55223465,12.46714973 50.50924301,12.5040884 50.46728516,12.58709717 50.42767334,12.58569336 50.40911865,12.51611328 50.40008545,12.48511696 50.36751175,12.49309158 50.34915924,12.40611744 50.32025528,12.40983009 50.29790878,12.35857677 50.26696014,12.36379242 50.23571014,12.33522034 50.23806763,12.33969879 50.2112999,12.31686878 50.19454956,12.32758999 50.17972946,12.29950047 50.17932129,12.26629734 50.20507812,12.28387356 50.2164917,12.27920818 50.23493958,12.23416424 50.25328445,12.24047947 50.26452637,12.25750637 50.25708008,12.25292969 50.2756958,12.19488525 50.27911377,12.1940918 50.32287598,12.1196804 50.31275177,12.0874691 50.33433151,12.03131104 50.33410645,11.99885941 50.35990906,11.98132324 50.35247803,11.98388672 50.39349365,11.94970703 50.40087891,11.93927097 50.42687988,11.82710075 50.39291,11.83329964 50.4041214,11.78702927 50.42264175,11.75164986 50.41508865,11.76904011 50.40768051,11.63375854 50.38869858,11.59295845 50.40353012,11.5220499 50.37353897,11.51650047 50.39588165,11.48131943 50.39952087,11.48178864 50.43302155,11.44641876 50.42176056,11.41750813 50.45145035,11.4180994 50.49607849,11.44162846 50.49988174,11.4300909 50.51472092,11.34806061 50.52186966,11.34793091 50.5107193,11.32449913 50.51063919,11.32425976 50.48833084,11.26568985 50.48067856)))"
DE04,"MULTIPOLYGON(((14.96341896 51.06832123,14.90330887 50.95269012,14.82036877 50.89197159,14.80507946 50.82891846,14.71087074 50.82675934,14.71236801 50.84080505,14.61192894 50.8547821,14.6262989 50.89878082,14.65380955 50.91467667,14.65167236 50.93264008,14.56011295 50.9234848,14.59721947 50.97055054,14.59505558 50.98851013,14.50242996 51.016819,14.50168037 51.05150604,14.49066067 51.02035904,14.44880009 51.03070068,14.39741039 51.00828171,14.35285854 51.03429031,14.31930828 51.02534103,14.29401684 51.05416489,14.27729893 51.01712036,14.25658894 51.01148987,14.26540375 50.99840927,14.24773026 50.99467087,14.24686813 50.97320175,14.31108093 50.97185898,14.32131195 50.95169067,14.40094662 50.94234848,14.37226868 50.88858032,14.29493999 50.87480164,14.25451946 50.88637924,14.22495937 50.8762207,14.21187019 50.84743881,14.05854988 50.80047226,13.95460987 50.80371094,13.94767857 50.78546143,13.89546871 50.78346634,13.8824892 50.76163101,13.89871883 50.74296188,13.86481667 50.74100494,13.8508091 50.71820068,13.75867081 50.72853088,13.69048786 50.71720886,13.6668396 50.73389053,13.62004662 50.71299362,13.54897594 50.71321487,13.53631783 50.70238495,13.54582882 50.67218018,13.51444054 50.65682602,13.52596855 50.63554001,13.49034977 50.62549973,13.46519089 50.59648895,13.37491035 50.6436615,13.37946987 50.62538147,13.32375717 50.60240555,13.32678795 50.58181381,13.29234791 50.57510757,13.28363895 50.5911293,13.24861813 50.5922699,13.19599056 50.50059128,13.13728046 50.50244141,13.1339283 50.51514435,13.09137154 50.49878693,13.03326702 50.50854874,13.0281868 50.44935989,12.97704601 50.41427231,12.93578911 50.40698624,12.82876968 50.45862198,12.81238937 50.43255997,12.79164219 50.44702911,12.76140976 50.44042587,12.70512867 50.39775848,12.67802143 50.4172821,12.58566093 50.40901947,12.58709717 50.42767334,12.5040884 50.46728516,12.46714973 50.50924301,12.53386784 50.55223465,12.51229954 50.57143021,12.44311523 50.56951904,12.45817089 50.61394882,12.42488766 50.62976074,12.43735981 50.64065933,12.39352989 50.66796875,12.39507961 50.68670654,12.35926056 50.67258072,12.33164883 50.69546127,12.2894392 50.69549942,12.26611042 50.72500992,12.29034042 50.73590088,12.24256897 50.74710846,12.2551384 50.776371,12.27886868 50.76887131,12.30308914 50.79788208,12.2673502 50.79455948,12.25579929 50.81661987,12.26846027 50.86042023,12.2328186 50.8644104,12.22125912 50.8828392,12.26392937 50.93373871,12.23445988 50.9487114,12.30772877 51.03596878,12.26025963 51.04384995,12.29712009 51.094841,12.23193932 51.11392975,12.25023842 51.13209915,12.20869923 51.14356995,12.22149754 51.18386078,12.18565941 51.18424225,12.21623993 51.21699905,12.20498753 51.25022125,12.17547989 51.2689209,12.18185139 51.28723907,12.16404819 51.29478073,12.1585989 51.32059097,12.20076084 51.33118057,12.20742893 51.36054993,12.18377018 51.37553024,12.1960907 51.39012146,12.18451023 51.40864944,12.20285034 51.42319107,12.16707897 51.4346199,12.15574074 51.46422195,12.21030998 51.48575211,12.21666908 51.50041962,12.19873047 51.50429916,12.19916058 51.52273178,12.2479887 51.55168915,12.24834919 51.56644058,12.30230999 51.55844116,12.35725975 51.58729935,12.43540001 51.5826416,12.45419979 51.60823059,12.49623871 51.60400009,12.49590874 51.59294128,12.58686924 51.6138916,12.59324837 51.6248703,12.56950188 51.63626862,12.58154869 51.63611221,12.58848858 51.66556168,12.52198029 51.65903854,12.48647976 51.68165207,12.48702908 51.70011139,12.43888855 51.70439911,12.35986042 51.68321991,12.35432911 51.70174026,12.37252998 51.70521927,12.33664036 51.71673203,12.34317875 51.73511887,12.36128044 51.73488998,12.34438896 51.77941895,12.39322853 51.79730988,12.43476772 51.77093887,12.45968914 51.79650116,12.54493141 51.81760025,12.50363922 51.85139084,12.5906086 51.92424011,12.61053085 51.9794693,12.65327835 51.99002075,12.66600037 52.00836182,12.76819897 51.98482132,12.79757977 51.95854187,12.85832977 51.96512985,12.86318016 51.93175888,12.97213936 51.93397141,12.96553993 51.91926193,12.98971081 51.91893005,12.98296928 51.90053177,13.05545044 51.89950943,13.04826927 51.87001038,13.14526939 51.8797493,13.16247845 51.8572998,13.1755991 51.88301849,13.24180984 51.87837982,13.24011898 51.83769989,13.27550983 51.81869888,13.37853813 51.83200073,13.47925091 51.79351044,13.52135086 51.79288101,13.56139088 51.74787903,13.59193993 51.75851059,13.6152792 51.74335098,13.67567825 51.74979019,13.71061039 51.72703171,13.74240017 51.76348114,13.79037094 51.76266098,13.80106926 51.73656082,13.86111069 51.73917007,13.86821938 51.76123047,13.83847904 51.76549149,13.82161999 51.78800201,13.85175037 51.79114151,13.84723091 51.8208313,13.85939884 51.82429886,13.84778023 51.83192062,13.86631012 51.84268188,13.84305954 51.85791016,13.88011932 51.87942886,13.87486076 51.89434052,13.99505997 51.90299225,14.17735863 51.86046982,14.22555828 51.86936951,14.23348999 51.90626144,14.33656979 51.93476105,14.40231037 51.93516922,14.37591076 52.00024033,14.46014977 52.01115036,14.44944859 52.03424072,14.48641872 52.05506897,14.50166035 52.00531006,14.56123924 52.00225067,14.59268093 52.03097916,14.64131832 52.02791977,14.65567017 52.00572968,14.68329811 52.01715851,14.7040081 52.00606918,14.69052887 51.96868896,14.70477772 51.94266129,14.65294933 51.87654877,14.58503342 51.83706665,14.58670139 51.82360458,14.5961504 51.80601501,14.64837933 51.79505539,14.65605259 51.73222351,14.73872852 51.66687012,14.74603081 51.61100006,14.69813919 51.55850983,14.72866821 51.55066681,14.73906612 51.52408218,14.92801952 51.48590851,14.97245598 51.44041061,14.95914364 51.43075943,14.96476173 51.3813591,14.97958755 51.37753677,14.96781826 51.35441589,15.02847958 51.30979919,15.03811264 51.24029922,15.0054512 51.21169662,14.99672031 51.13544083,14.96341896 51.06832123)))"
